,Words,AROU,VAL,DOM,CNC,IMAG
790,celebrate,7.313,8.182,7.129,4.258,5.281
2456,husband,5.588,6.677,5.382,5.971,5.853
461,bitchy,5.813,2.147,5.057,2.667,4.094
4889,table (desk),3.171,5.2,5.206,6.743,6.647
551,bottom,4.156,4.25,3.636,4.781,4.938
5149,trinket,5.094,5.906,5.156,5.531,6.125
3887,pupil,3.914,5.364,5.156,5.807,5.906
2384,hint,4.4,5.794,4.514,3.0,3.0
198,appoint,3.818,5.618,5.727,3.636,3.03
3169,movie,5.759,6.484,4.839,5.643,5.393
3315,obedient,4.771,6.088,3.0,3.118,3.941
402,beaten,4.758,2.212,3.182,3.879,4.546
4600,spine,3.882,5.606,5.697,6.529,6.265
2954,maize,3.258,5.207,5.097,5.774,5.3
5290,verbal,4.706,5.429,6.647,3.667,3.059
2484,immense,6.75,7.0,6.188,2.625,2.936
2929,lust,7.353,5.543,4.743,2.794,4.171
4957,terrific,7.121,8.394,6.886,2.344,3.156
650,bully,4.514,1.618,3.606,5.029,5.486
4448,sketch (play),4.818,5.875,5.394,4.667,5.355
708,camouflage,4.657,5.333,6.088,5.324,6.029
3270,nonsense,4.121,3.394,4.667,2.546,2.606
5011,tickle,6.688,6.75,4.419,4.394,5.094
4903,tango,5.879,5.912,5.355,5.242,5.323
5125,treasurer,4.029,6.0,6.086,5.583,4.618
4102,reward,6.514,7.771,5.441,4.625,4.758
1424,digit (number),3.212,5.177,5.382,5.765,6.147
1216,crop,3.606,5.156,5.182,5.727,5.839
3538,pelvis,4.824,5.091,5.273,6.5,5.971
2314,harpsichord,5.391,5.818,5.667,6.546,5.095
314,badge,3.03,5.294,5.353,6.529,6.441
2600,irony,4.242,4.647,5.303,2.5,2.303
2887,logs (wood),3.424,5.735,5.618,6.75,6.529
1427,digits (fingers),4.059,5.229,5.829,6.265,6.559
1756,execute (accomplish),5.571,7.086,6.706,3.5,3.0
4970,theatre,6.121,6.636,5.419,6.059,6.371
113,airplane,5.265,5.794,5.455,6.706,6.849
960,coarse,3.625,3.912,4.75,4.061,3.853
3574,persecution,5.294,2.235,3.343,3.314,3.618
3129,moment,4.813,5.813,5.719,2.3,2.645
1114,corn (foot),3.065,2.727,3.788,6.0,5.531
4085,responsible,5.265,6.667,6.765,3.114,3.5
5552,zoology,4.571,5.765,5.114,4.429,3.914
4350,sexy,7.719,7.686,6.625,2.879,5.438
4200,salary,5.515,5.971,4.788,4.794,3.941
2692,king,5.706,6.143,5.912,6.235,6.765
4154,rolling,4.059,5.441,4.576,4.265,4.853
5030,titanic (ship),4.969,3.0,4.677,6.438,6.344
3790,prick,5.265,2.939,5.0,4.912,4.912
3217,narcotic,4.882,3.182,4.0,3.829,3.882
2287,handkerchief,3.031,5.094,5.281,6.606,6.656
1634,efficient,5.088,7.794,6.882,2.735,3.229
2868,llama,3.735,5.765,5.206,6.647,6.677
2348,heaven,6.219,7.457,4.514,2.314,4.457
3632,pint (volume),4.606,5.514,5.147,5.943,5.829
1869,feudal,4.8,2.857,3.688,2.759,3.214
326,balloon,4.849,6.212,5.375,6.031,6.581
604,bride,6.0,6.941,5.324,6.471,6.559
4648,stag,5.71,5.903,5.897,6.429,5.964
3711,policeman,4.5,5.265,4.794,6.618,6.735
2236,grief,4.875,1.941,3.629,3.143,3.886
3159,motorway,5.0,4.903,5.091,6.621,6.258
4880,sympathy,5.294,6.088,5.177,2.206,3.324
1741,exact,3.882,5.971,5.824,3.6,3.286
2167,goddess,6.229,7.8,6.2,2.912,5.229
1288,dancer,6.5,6.882,6.235,6.412,6.571
4005,recite,3.758,5.343,5.471,3.886,3.486
4943,temptation,6.914,4.294,4.353,2.743,3.571
4829,suppress,3.8,3.177,3.559,2.971,3.286
4852,sustain,3.97,6.455,6.03,3.091,2.515
2317,hat,3.156,5.455,5.313,6.758,6.788
4088,restore,4.313,6.281,6.194,3.212,2.936
2080,game,5.636,5.559,5.667,4.625,5.394
2404,homicide,5.8,1.529,3.914,4.771,4.371
2654,jug,3.794,4.97,5.688,6.441,6.429
789,ceiling,2.849,4.971,4.647,6.647,6.147
1626,edifice,3.9,4.941,5.056,4.222,4.059
4932,teeth,4.548,5.433,5.233,6.621,6.714
4048,remarkable,6.629,7.559,6.529,2.629,3.257
2118,germs,4.273,2.5,3.849,5.688,4.697
321,baker,4.543,6.229,5.429,6.286,6.371
871,choked,5.471,2.152,3.303,4.727,5.059
169,annoy,4.618,2.647,5.382,2.5,3.353
4013,reduce,3.029,4.121,4.706,3.265,3.177
3119,model,5.065,5.824,5.029,5.324,5.629
1941,float,4.0,6.125,5.212,4.879,4.97
3874,pulse (e.g. beans),3.719,5.167,5.194,5.742,5.75
4359,shame,3.971,2.294,3.059,2.8,3.412
5534,yarn (tale),4.091,5.529,4.818,3.294,2.559
73,adore,6.516,8.226,5.516,2.344,3.344
420,behalf,3.629,5.177,5.088,2.706,2.765
4412,shrill,5.212,4.0,4.333,3.533,3.167
4761,strike (picket),4.677,4.375,5.697,4.849,4.515
3703,poisoned,5.314,1.943,3.2,5.03,4.849
92,affectionate,7.206,8.0,6.273,3.471,4.706
5078,tower,4.382,5.2,5.057,6.543,6.371
1623,ecstasy,6.971,7.152,5.382,4.031,4.353
1822,fallacy,4.333,3.571,4.7,2.724,2.571
5350,vows,5.235,6.382,5.333,3.677,3.879
2755,lavish,6.688,6.813,6.188,3.063,4.281
3542,penalty,4.091,3.258,3.933,4.125,4.0
2298,happily,6.771,8.235,6.629,2.412,4.364
3487,party (group),6.063,6.457,5.324,5.514,5.8
2052,funeral,3.794,2.206,3.353,5.765,6.147
494,blow,4.706,4.912,5.677,4.471,4.735
1375,design,4.394,6.273,5.853,3.471,4.182
3848,protected,5.2,7.314,4.971,3.2,3.758
2683,kids (goats),3.515,5.171,4.6,6.4,6.441
1961,foil (prevent),4.424,3.794,5.242,2.818,2.625
1164,cow,3.147,5.177,5.029,6.853,6.882
3761,pound (money),4.576,6.375,4.906,6.484,6.5
1270,cut (of meat),4.061,5.4,5.576,5.75,5.853
2291,handsome,6.914,7.657,6.229,3.412,5.6
4733,storm,6.576,3.543,4.088,5.457,6.429
4315,sense (feel),6.229,6.371,5.914,2.576,2.879
4008,record,4.121,5.485,5.515,5.114,4.647
618,brilliant (luminous),6.829,8.118,6.424,3.5,4.371
4760,strike (hit),5.265,2.829,5.882,5.088,5.706
3128,Mom,5.667,7.936,4.813,6.424,6.25
124,alive,6.758,8.0,7.121,4.333,4.788
1860,feet,3.206,4.803,5.567,6.585,6.667
2440,hull,3.0,5.03,5.088,5.548,4.546
2609,issue (distribute),3.714,5.6,5.229,3.206,3.647
4649,stage,5.226,5.515,5.333,6.0,6.0
2640,jogging,4.813,6.242,5.323,5.594,6.273
3513,payroll,4.235,6.257,4.286,5.647,4.571
2534,infirmary,4.875,4.625,4.0,5.849,5.375
4152,roll (turn over),4.364,5.147,5.033,4.606,5.344
869,choir,4.636,6.588,5.0,5.636,6.25
3334,obsess,4.824,2.853,3.886,2.714,3.343
1042,concert,6.939,7.2,6.182,5.714,6.364
2164,goblet,4.657,5.03,5.257,6.177,6.286
4354,shadow,4.625,4.147,4.303,4.794,6.0
356,barely,3.0,3.971,4.0,2.971,2.618
1162,cover,4.226,5.267,4.938,4.406,4.233
4801,suicidal,3.6,1.343,4.057,2.727,3.886
5484,wolf,6.152,5.219,4.939,6.897,6.679
5322,violin,5.094,6.0,5.656,6.64,6.862
1859,feeble,3.4,2.8,2.774,2.813,3.333
2647,journal,4.182,5.618,5.853,6.147,5.941
4204,salsa,5.727,5.645,5.406,5.625,5.394
5144,trick,5.212,3.886,4.455,3.971,3.394
2480,imaginative,6.824,7.529,6.912,2.265,3.324
579,brainy,5.968,7.438,7.031,3.125,3.387
4290,secretary,4.571,5.343,4.657,6.2,6.059
2750,last,3.29,3.938,4.294,3.727,3.546
4126,ring (sound),5.424,5.606,4.909,5.394,4.576
1858,feature,4.057,5.686,5.029,3.743,3.5
1691,enjoyment,7.471,8.177,6.882,2.971,4.394
2276,hamlet,4.097,5.242,5.061,5.161,5.0
4405,shot (gun),5.571,2.647,4.171,5.909,5.576
5087,track,4.1,5.367,4.833,5.233,5.438
332,band,5.094,6.031,5.303,5.781,6.032
4792,suburb,2.938,4.788,4.25,5.091,5.0
4553,sonic,5.567,5.357,5.567,3.258,2.933
1744,excel,5.909,6.909,6.382,3.4,3.559
4336,set (determined),4.875,6.909,6.818,3.182,2.375
5045,tomato,3.206,5.629,5.314,6.824,6.588
1258,cure,6.419,8.0,6.0,4.219,2.844
4305,selection,4.353,5.303,5.853,4.147,3.371
1451,discomfort,5.281,2.697,2.909,3.03,3.5
4808,suitcase,3.455,5.485,5.706,6.735,6.735
1116,corner,3.529,4.765,4.594,6.029,5.765
1541,draw (choose),4.514,5.486,5.235,4.114,3.971
2370,heroism,6.849,7.788,6.559,2.714,3.971
4238,scarce,3.697,2.912,3.758,3.333,3.061
2004,fowl,3.75,4.088,4.212,4.333,4.333
3182,mumble,3.0,4.143,4.765,3.697,3.886
3619,pillow,4.914,6.343,5.543,6.441,6.629
4066,reptilian,4.143,4.182,4.758,4.943,5.857
3074,might (possibly),4.229,4.971,4.714,2.118,2.182
4692,stem,3.636,5.353,5.343,5.97,6.029
445,bigot,4.419,1.677,4.758,4.031,4.125
4501,smash,5.969,2.875,5.938,4.469,5.303
3782,present (show),5.206,6.4,6.382,3.912,4.515
5439,whistle,5.152,5.657,5.286,5.849,6.0
1413,diamond,6.031,7.188,5.75,6.813,6.697
452,birthday,6.242,7.438,6.147,5.057,5.088
4913,tapestry,3.743,5.909,5.441,6.059,6.029
4865,sweet (nice),5.667,7.971,5.559,3.029,4.059
4926,teasing,5.943,4.515,4.735,3.529,4.424
2858,litre,3.382,5.212,5.177,5.618,5.353
3628,pineapple,4.235,6.088,5.029,6.818,6.882
14,abode,3.897,5.71,5.8,4.464,4.452
4742,strap,4.2,4.714,4.6,6.171,6.029
3211,naive,4.438,3.531,3.065,2.406,2.656
945,club (hit),4.719,3.212,4.933,5.581,5.594
5301,vet (investigate),3.933,4.788,5.75,3.594,2.938
4442,sister,4.969,6.4,5.257,6.114,6.229
247,ashes,3.912,3.657,4.677,5.686,5.657
3960,random,4.733,4.97,4.455,2.031,2.455
360,bark,4.886,4.657,5.8,4.941,5.086
4728,storage,2.943,5.088,5.571,5.382,5.559
5170,trunk (luggage),3.118,5.177,5.303,6.353,6.324
1776,explain,4.294,6.171,6.257,3.229,3.171
3852,prove,4.588,5.824,5.657,2.743,2.457
4155,romance,7.086,7.486,5.486,3.486,4.857
2826,light (weight),3.677,5.647,4.5,4.086,4.0
4805,suit (playing cards),3.882,5.441,5.212,5.853,6.121
3896,pursuit,5.853,5.794,6.086,3.235,3.771
2707,knife,5.813,3.364,5.968,6.586,6.667
1592,dungeon,5.206,2.441,2.807,6.118,6.118
1723,essence,5.667,6.091,5.758,2.471,2.471
4531,sock (clothes),3.424,5.485,5.906,6.656,6.849
4349,sexual,7.686,7.257,6.686,3.559,4.706
3718,polyester,3.086,4.714,4.818,5.546,4.563
5423,well (water),3.758,6.645,5.094,6.242,6.156
2629,jelly,5.088,6.273,4.743,5.912,6.629
3503,patent,3.441,5.2,5.412,4.147,2.971
490,bloody,5.4,2.857,5.059,5.088,5.941
4162,rose,6.281,7.118,5.514,6.647,6.824
862,chimpanzee,5.871,5.938,5.313,6.815,6.8
1006,comet,6.457,6.235,4.743,6.057,6.121
3708,polar,4.353,4.818,5.171,4.364,4.088
1383,desperate,5.152,2.029,3.424,2.333,3.471
4778,stumble,4.839,3.875,3.419,3.807,4.625
4075,reserved,3.618,4.576,4.273,2.882,3.273
2997,massacre,6.257,1.314,3.829,4.943,4.714
2215,grass,3.813,6.0,5.871,6.563,6.774
1362,dense,3.559,4.242,4.419,3.909,3.727
3937,race,4.853,5.303,5.429,4.412,4.97
506,board (enter),4.121,5.344,5.091,4.788,4.618
1417,die,4.576,2.114,2.939,4.706,4.677
3279,notion,4.774,5.656,5.567,2.121,2.219
25,abuser,5.059,1.5,3.743,4.667,5.029
4418,shy,4.177,3.886,2.807,2.727,4.353
5243,urge,5.97,4.471,4.97,2.879,2.618
1222,cross (pass),3.424,4.853,5.559,4.571,4.618
2876,location,4.303,5.333,5.394,4.636,3.576
1113,corn,3.412,5.4,5.177,6.353,6.286
4114,ride,5.706,5.794,5.441,4.771,5.424
1552,dress (skirt),5.788,6.0,5.2,6.543,6.781
4753,stressful,4.333,2.121,3.438,3.152,4.242
4157,romanticize,7.471,7.0,5.618,2.029,3.382
5371,wank,6.353,4.677,6.121,4.941,5.265
2318,hatch,3.882,5.118,5.286,5.529,5.486
5190,tweet (Twitter),4.091,5.171,5.8,4.4,5.147
4788,substantial,5.0,6.514,6.364,3.543,3.235
433,bend,4.088,4.829,4.857,4.6,4.914
2526,infatuation,6.355,5.323,4.032,3.0,3.613
3880,pumps (shoes),4.735,5.515,5.794,6.677,6.559
4201,sale,5.212,6.618,5.645,4.581,4.212
3109,miserable,3.314,1.706,3.147,2.563,4.094
3479,part,3.143,5.0,4.886,4.294,3.471
3353,officer,4.0,4.727,3.882,5.971,6.086
4937,tempest,5.923,3.462,4.654,3.917,3.346
2834,like (similar to),3.382,5.559,5.121,2.727,2.636
5511,wound (cut),5.206,2.857,3.743,6.086,6.371
4881,symphony,5.382,6.971,5.03,5.0,4.457
4500,smart (well-dressed),5.4,7.171,6.857,4.265,5.457
3580,perspiration,4.118,3.697,3.971,5.485,5.688
1102,cook,5.094,6.406,5.606,5.485,6.212
2098,gay (joyous),6.364,8.156,6.281,3.515,4.606
411,beehive,5.265,4.971,4.471,6.353,6.303
5018,tiger,6.235,5.667,4.853,6.706,6.727
4409,shrew,3.563,4.424,4.719,5.625,5.438
156,analyst,3.5,5.121,5.364,4.714,3.824
3660,plasma,3.971,5.257,5.0,5.171,3.515
194,apple (fruit),4.636,6.121,5.286,6.765,6.8
615,brilliant,7.394,8.371,7.086,2.886,3.314
643,bulb (plant),2.788,6.182,5.5,6.441,6.242
3749,postman,3.344,5.781,5.091,6.697,6.485
2227,greedy,4.5,2.563,5.29,3.531,4.75
1068,connoisseur,5.828,6.833,6.31,4.138,2.9
2107,generation,4.813,5.515,5.118,3.743,3.735
5274,varied,4.531,5.941,5.091,3.177,3.229
4038,relax,4.688,7.625,6.303,3.031,3.677
3235,nectar,5.314,6.6,5.571,5.971,5.371
4702,steward,3.412,5.4,4.364,6.286,5.171
2002,foul (penalty),3.625,2.774,4.188,3.781,4.094
330,banal,2.818,3.095,4.333,2.632,2.211
2103,gender,4.667,5.118,5.059,4.382,4.667
4998,threat,5.457,1.943,4.171,3.333,3.824
2687,kilt,4.853,5.686,5.943,6.743,6.514
622,broken,4.324,2.677,3.559,3.364,4.294
3024,mean (intend),4.229,4.143,6.143,2.806,2.559
1670,employ,4.485,5.912,4.706,3.794,3.03
4388,ship (transport),3.969,5.353,5.177,6.457,6.0
483,bliss,6.455,8.091,5.969,2.667,3.938
4259,scorch,5.625,3.29,4.697,4.258,4.375
2414,hook,3.771,4.371,4.8,6.118,6.546
3504,path,4.235,5.971,5.727,5.909,6.294
2018,freckle,4.618,5.618,5.265,6.457,6.706
4912,taper,3.393,5.039,4.704,4.704,4.5
3721,pony,4.313,6.265,5.529,6.677,6.788
4856,swarm,4.588,3.441,4.455,4.531,5.143
755,carve,4.059,4.529,5.735,4.324,4.97
518,bomb,6.697,1.576,4.182,6.5,6.273
4487,slope,3.6,5.139,4.147,5.735,6.265
32,access,4.121,6.353,5.794,3.455,3.25
3605,piano,5.6,6.419,5.969,6.593,6.893
4376,sheer (utter),4.355,4.567,4.767,2.833,2.621
4129,ripe,4.324,6.235,4.941,4.2,4.941
5447,wiggle,6.531,5.788,5.546,4.576,5.177
1157,court (law),3.97,4.088,3.688,5.667,5.606
1444,disaster,5.794,1.333,2.727,3.971,5.618
2072,gain,4.788,6.531,6.471,3.429,3.677
744,career,5.4,6.765,6.457,4.212,4.0
5114,trap,4.882,2.971,3.314,5.531,5.636
174,anteater,4.032,5.219,5.333,6.742,6.433
5414,weekend,6.441,7.774,6.467,3.469,3.546
1705,envelope,2.941,5.152,4.886,6.429,6.486
4498,smart,6.5,7.8,7.091,2.829,4.0
2263,gymnastics,5.406,6.229,5.531,4.97,5.75
1818,falcon,4.515,5.588,5.971,6.667,6.706
2944,maggot,3.471,2.559,4.824,6.794,6.485
2235,griddle,3.5,5.103,4.7,5.926,5.407
103,agile,6.333,6.941,5.788,3.606,4.5
5550,zest,5.969,6.818,6.121,4.438,4.033
3612,pie,5.147,6.2,5.429,6.5,6.647
783,caution,5.4,4.229,3.471,2.677,3.441
5174,trustworthy,5.667,8.581,6.625,2.727,3.29
5071,touch,6.235,6.471,5.824,4.853,5.0
2373,hesitate,3.412,3.657,3.333,2.588,3.229
3559,perception,5.118,5.714,5.657,2.229,2.471
229,arouse,7.688,7.156,6.5,2.879,3.333
857,chief,4.829,5.971,5.914,5.029,5.485
1211,criticize,4.882,2.677,4.882,2.794,3.912
1401,detonation,6.121,3.125,4.625,4.606,4.576
2895,loophole,3.688,4.129,4.936,2.563,2.71
408,bed,5.242,7.029,5.441,6.657,6.656
170,annoyance,4.457,2.471,5.0,2.971,3.4
540,bored,2.469,2.943,4.088,3.057,3.457
4084,responsibility,4.647,6.059,5.758,2.794,2.818
2714,knots (rope),3.969,4.546,5.091,6.061,6.455
2827,lightbulb,3.281,5.625,5.355,6.781,6.719
1803,faeces,3.029,2.429,4.5,6.265,6.143
3978,rat,3.657,3.424,4.941,6.697,6.706
613,bright (light),5.455,6.6,5.412,4.706,5.486
3964,range (outdoors),4.938,5.903,5.75,4.75,4.333
3535,peers,4.548,5.807,4.313,4.419,4.267
3090,minimum,2.688,3.879,3.636,3.156,2.645
674,bust (breasts),6.2,6.114,5.543,6.697,6.647
1161,courtyard,3.758,5.559,4.939,6.294,6.206
2519,indoor,3.882,5.242,4.882,5.441,5.794
4652,stain,3.485,3.303,4.412,5.594,5.97
1872,few,2.714,4.5,4.143,3.829,3.794
2775,leather,4.677,5.206,5.677,6.412,5.912
1815,faith,4.406,6.636,4.618,2.286,3.486
2638,jockey,3.909,5.429,5.5,5.879,6.0
1700,enthusiasm,6.912,8.0,7.094,2.818,4.177
1983,forge,4.781,4.969,5.621,3.719,3.581
2910,loving,7.229,8.6,6.257,2.571,4.771
1609,eagle,5.912,5.971,5.529,6.719,6.839
2101,gear,4.177,5.219,5.5,5.455,5.031
3204,mystery,6.546,5.303,4.515,2.727,3.161
3187,murmur,3.636,4.235,3.886,4.0,3.343
564,bowel,3.0,3.879,4.706,6.091,4.818
4686,steam,4.419,5.281,5.031,5.424,5.594
5133,tremble,5.588,3.571,2.765,4.8,5.057
4711,stir,4.455,5.152,5.485,4.882,5.441
2333,headache,3.257,2.571,2.794,4.727,4.143
2561,installed,3.943,5.857,5.647,4.177,3.314
1548,dreary,2.656,2.657,3.781,2.794,3.8
2031,frightening,6.033,2.419,3.375,2.906,3.387
2059,furniture,3.314,5.5,5.235,6.286,6.457
5472,wired (hyper),6.057,4.829,5.576,3.059,4.143
5192,twig,3.257,5.314,5.235,6.265,6.6
355,bare,5.194,5.094,4.25,3.938,4.29
4313,sense,5.857,6.257,6.029,2.529,2.857
4747,stray,4.032,3.688,4.636,3.281,3.515
3785,prestige,6.059,7.029,6.219,3.143,3.441
3044,melon,4.484,5.939,5.419,6.71,6.69
3821,programme,4.063,5.667,4.781,4.469,4.406
1172,crab (cranky person),3.412,2.412,4.618,3.677,4.794
4251,school,4.333,5.229,3.765,6.429,6.343
325,ball (sphere),4.152,5.324,5.029,6.029,6.514
1051,conductor,4.286,5.457,4.853,6.0,6.0
3615,pig,4.364,5.387,5.313,6.846,6.7
4049,remedy,4.567,7.032,4.533,3.281,3.563
3076,mighty,5.424,6.794,6.788,2.971,3.758
3545,penguin,4.97,6.412,5.219,6.469,6.645
3130,momentum,5.971,6.424,5.765,3.412,3.576
1751,exclude,3.688,2.576,4.161,3.188,3.97
2478,image,4.788,5.485,4.818,3.455,4.182
2127,gin,5.714,5.457,5.257,6.257,5.914
1772,expel,4.647,3.485,4.5,4.0,3.333
1196,creek,3.906,5.094,4.903,5.938,5.813
1878,fiddle (adjust),4.656,4.781,5.156,4.121,4.438
620,brisk,5.344,5.485,5.781,3.576,3.765
2321,have,4.438,6.059,6.455,3.5,2.971
2005,fox,3.968,5.029,5.0,6.677,6.844
4022,refrigerator,4.226,5.677,4.967,6.688,6.733
4981,thesaurus,3.758,5.912,5.4,6.086,6.242
1482,disturbed,4.353,2.091,3.412,2.886,3.182
1189,cream,4.515,5.941,5.219,6.5,6.2
328,bamboo,3.424,5.829,5.706,6.514,6.5
648,bullet,5.647,2.706,4.824,6.727,6.909
2133,girly,4.941,5.8,4.03,3.257,5.333
897,clam,3.143,5.353,5.371,5.657,5.886
30,accept,5.182,6.688,5.969,3.313,3.031
1123,corridor,3.529,5.029,4.97,5.938,6.344
3148,morsel,3.531,3.903,3.903,4.172,4.807
5155,troll,4.324,3.029,4.088,4.343,5.686
2771,lean (tilt),3.647,4.735,4.912,4.455,5.242
2124,giant,5.531,5.2,5.2,4.343,5.857
2024,friction,5.143,3.829,4.625,4.563,3.6
2549,insecticide,3.758,3.061,5.063,5.8,4.387
2412,hooded,3.97,3.912,4.939,4.97,5.613
4655,stake (wooden),3.875,4.063,5.387,6.419,6.387
4071,resent,5.091,2.364,4.441,2.364,2.485
2627,jeans,4.818,5.406,5.531,6.871,6.571
2952,mail,3.667,5.571,5.061,5.818,6.286
3164,mountains,6.088,6.735,5.5,6.853,6.794
5240,upset (unlikely victory),5.375,3.909,4.375,2.906,3.71
1519,doubt,4.273,2.971,3.382,2.588,2.765
2882,log,3.219,5.0,4.818,6.25,6.188
1378,desire,7.424,6.938,5.879,2.576,3.031
4028,register,3.5,5.069,5.0,3.546,3.5
1023,competition,6.273,5.857,6.114,4.0,4.314
4922,teach,4.9,7.182,6.121,3.656,3.548
5348,vow,5.583,7.143,5.543,3.2,4.029
4511,snail,2.531,4.645,4.9,6.704,6.815
3835,property,3.6,5.714,5.559,5.706,6.088
4040,relay,4.303,5.457,5.226,3.485,3.697
912,cleaner (more clean),4.829,7.029,5.394,3.829,4.057
809,chameleon,5.406,5.613,5.767,6.152,6.29
4280,seasick,3.543,2.914,3.147,4.588,5.235
1675,empty,3.097,2.969,3.438,2.5,3.813
1746,excellent,6.625,8.563,6.781,2.333,2.719
2569,insult,5.143,2.576,5.0,3.514,4.029
1736,every,4.182,5.971,5.364,3.242,2.688
1629,editor,4.031,5.129,5.849,5.636,4.906
3296,nut,3.156,5.25,5.129,6.333,6.5
430,belong,5.188,6.813,5.303,2.188,2.455
1808,faint (weak),3.765,3.0,2.424,3.743,4.333
5171,trunk (tree/body),4.059,5.441,5.152,6.429,6.571
2063,fusion,5.818,5.813,5.333,3.75,3.844
2945,magic,6.576,6.686,5.343,2.171,4.941
3011,material,3.824,5.441,5.394,5.606,5.382
4525,sober,4.303,6.299,6.508,3.809,4.5
2807,lettuce,2.556,5.486,5.353,6.743,6.794
5332,visit,4.875,6.286,5.242,4.419,3.853
4956,terrible,6.031,1.697,3.871,2.313,2.667
4345,sewer,3.294,3.441,3.971,6.152,5.875
4934,telescope,4.735,5.758,5.546,6.267,6.742
1995,fortunate,5.0,7.765,6.059,2.618,3.177
3127,molecule,3.443,5.338,4.162,5.412,4.429
1106,cool (temperature),3.353,4.412,4.333,4.364,4.029
818,chapel,3.879,5.485,4.235,6.371,6.324
4574,spank,6.571,3.886,5.029,4.529,5.235
3988,razor,5.636,4.406,5.939,6.645,6.484
1697,enter,4.794,5.857,6.364,4.114,4.629
5417,weird,5.091,4.182,4.625,2.606,3.273
136,altar,3.758,4.719,4.968,5.875,6.0
4770,stroke (pet),5.194,6.794,6.088,4.938,5.758
2522,industry,3.886,4.6,4.606,4.486,4.912
4928,technical,3.714,5.171,4.788,3.486,3.457
1180,crank,4.059,3.944,5.235,4.2,3.429
2970,maniac,5.353,2.382,3.909,3.909,4.667
888,circulation,4.629,5.833,5.229,4.333,3.618
5099,train (practice),5.235,6.647,6.125,4.314,4.758
2499,impression,4.909,5.571,5.657,2.912,2.941
817,chaotic,7.177,2.765,4.091,2.714,4.618
5395,waterfall,6.147,6.618,5.606,6.618,6.765
4103,rhapsody,5.143,5.517,5.103,3.63,2.323
3256,neutron,3.333,5.424,4.788,4.688,4.194
1264,curse,5.667,2.143,3.531,2.829,3.824
990,cold (temperature),4.818,3.333,4.485,4.424,4.242
3717,pollution,4.824,1.727,3.382,4.516,4.794
1739,evil,5.559,1.514,3.8,2.294,4.118
5513,wrap,4.059,5.029,4.273,4.714,5.118
353,bar (musical),5.235,6.0,5.514,5.177,4.909
4240,scarecrow,4.3,4.5,5.2,6.5,6.69
2450,humorous,6.875,8.061,6.871,3.094,4.375
5382,warn,5.457,3.8,5.571,3.2,3.857
1489,divine,6.125,7.469,5.419,1.936,2.484
3404,outdoors,5.844,6.794,5.794,5.485,6.438
1228,crucifix,4.818,3.875,3.188,5.781,6.355
2602,irritate,4.914,2.743,4.886,3.343,3.657
5263,valley,4.059,6.147,5.147,6.029,6.394
52,actress,5.719,5.939,5.121,6.031,6.576
5261,vain,4.636,2.971,4.647,3.156,3.281
3707,poker (rod),4.625,3.938,5.031,6.156,6.161
2873,loan,3.667,3.686,3.394,4.4,3.6
3158,motorbike,5.879,5.469,6.5,6.758,6.788
1589,dump,3.618,2.941,4.333,4.412,4.559
1479,distress,5.457,2.286,2.914,3.286,3.943
1469,displeased,4.286,2.371,4.543,3.029,3.886
4205,salt,3.257,4.914,5.171,6.364,6.324
2078,gallery,3.844,6.091,5.2,6.031,6.03
5015,tie (bind),5.0,4.677,4.529,5.324,5.571
5468,wiped,3.844,4.667,4.226,2.939,3.531
4180,run (series),3.882,5.344,5.088,3.794,3.265
436,bereavement,3.455,1.879,2.938,3.364,3.333
2764,lead (leash),4.091,4.758,4.606,6.061,6.182
1588,dummy (nipple),4.0,5.364,4.343,5.688,5.824
4094,reverse,4.097,4.531,4.467,3.313,3.844
1590,dune,4.375,5.097,5.121,5.581,5.355
5140,triangular,3.25,4.969,4.839,5.0,6.344
973,cockerel,4.097,4.933,5.767,6.556,6.6
1238,crushed,5.125,2.455,3.576,4.188,5.294
2135,give,4.625,7.063,5.818,3.625,3.645
3105,mischief,6.328,4.333,5.765,2.729,4.118
2389,history,3.849,5.818,4.667,3.758,3.364
1497,doctrine,4.968,4.871,4.367,3.774,2.839
449,biology,5.182,5.471,4.5,5.182,4.206
3875,pulse (heartbeat),6.294,6.412,5.147,5.912,4.853
4991,thirst,4.969,3.75,3.774,4.844,4.576
2586,intimate,6.588,7.206,5.941,2.882,4.344
1551,dress (put on clothes),5.265,6.212,6.813,5.147,5.794
4930,technician,3.094,5.515,5.031,5.849,5.75
1146,county,3.212,5.242,4.818,5.469,4.903
4824,superb,6.882,8.485,7.156,2.618,3.303
2092,gastric,3.258,4.156,4.0,4.645,3.594
1313,deal (bargain),4.794,6.324,5.912,3.559,3.971
2015,fraud,5.152,2.257,3.941,3.941,3.114
4677,starve,4.6,1.857,3.429,5.206,4.686
4148,rogue,5.606,3.543,5.406,3.529,4.424
2596,iron,3.265,4.971,5.743,6.088,5.853
3706,poker (cards),5.314,4.886,5.4,5.857,6.543
4481,slip,4.657,3.514,3.943,4.971,4.829
413,beet,3.167,5.226,5.242,5.429,4.323
941,clown,4.4,4.333,4.754,6.339,6.726
801,cemetery,3.914,2.543,3.286,6.371,6.629
3755,potent,5.5,5.353,6.333,3.515,3.121
256,asshole,4.941,2.486,5.629,4.647,4.771
5446,wife,5.546,6.441,4.588,5.531,5.4
647,bulldozer,4.147,4.177,5.212,6.647,6.531
